text,label
"Super lunch option
Watch out for the yoga mats
You won't miss the meat

Lunch has been very strange for me since HipCity opened. Because here's the thing: I am a meat eater. I mean like my last meal on earth would be a burger. Or, just maybe, the fajita wrap. Because it's that good.

Haven't had everything on the menu yet, but everything I have had has been great. The buffalo bella and crispy hipcity ranch are amazing sandwich alternatives, especially paired with the green lemonade. The groothie is also delicious, and can stand on its own to get you through an afternoon if you only want to spend a few bucks.

Okay suffice it to say that the food is great. The staff is also very friendly, and when they get busy someone will come out along the line and take orders so congestion doesn't get too bad at the register itself.

My only issue with HipCity is that it is at times nearly impossible to figure out where to stand when you're waiting to order or waiting for your food. People kind of convene everywhere and it can get awkward when there's a line out the door. In such a small space it's hard to rectify, but if I see a line out the door I tend to walk on by not because it's a long wait (they're really efficient), it's just difficult to navigate the interior.",1
"After waiting 40 min to get in....
-Hot breakfast served cold.
-Food not prepared as requested (requested sausage links burnt, even after sending them back still not as requested. Eggs requested as over-medium, whites were runny).
-had to ask for refills on coffee.
-waitress seemed apathetic to deficiencies.
-once finished, we waited more than 10 minutes to get check, long enough to write , review and post this review.
-$40 (simple) breakfast for two.",-1
Only had one experience with this place and it will be my last. I called in the night before to ask if they sell deboned duck and the man on the phone said they could but I would have to request it the day of. I called the following morning to ask to pick up a plain deboned duck and whoever the incompetent girl who answered had trouble getting my order clear. I picked up my order and came home to find that not only did they gave a whole duck with stuffing I never asked for. I called the place back and thy never offered any compensation of any sort except a trade in right as it's a hour before dinner time and the butcher shop is more than thirty minutes away for me. Shame that food from this place is overshadowed by their terrible customer service.,-1
"I absolutely love EVAN he's the best guy ever. If he wasn't the door guy I don't know what people would do with themselves!!! He is one of the most awesome
People that I Know !!! If It wasn't for Evan I probably wouldn't come to OMALLZ",1
"If I could give this place zero stars, I would. I had the worst experience when we went today for brunch that I've ever had in a restaurant since I moved to Tucson 7 years ago! First, before even going today, I called to find out what the brunch entailed and when Rosie answered the phone I told her that I had a few questions about brunch, she told me to hold and never came back to the phone. I stayed on hold for 8 minutes at which I called back and spoke to someone else who just seemed like ""Oh Well."" This brunch was organized by one of my friends, so choice in location was not something I had. We did have a reservation, but were pushed outside because apparently they only planned for one 8 person table and the other table got there a few moments before us and got to choose. The problem with this is that there were two people in our group that are allergic to bees, myself being one of them, and bees were flying all around our table, especially our food. At one point I had to get away from my seat and was not able to return to it for 5 minutes because the one been landed on my waffle and was not leaving. 

At this point my friend and I recognized the danger for the two of us and asked to be moved inside to which we were told ""No."" When I asked to speak with a manager, I was told ""Well, what did you want?"" That's when the manager came up, I explained the situation and he was going to put us at one table to which our waitress, gotten by the hostess came up and said to him ""I already to her that they could not move in here."" What employee talks like that to their boss! The waitress proceeded to run outside and tell the rest of the group that we were moving at which point they decided to stay outside, which was fine by my friend and I, but that meant having to be separated from our friends. This, to me, is deplorable behavior on the side of the the waitress and management. The waitress who was supposed to be our waitress inside as well, never arrived to the table and never checked up on us. Needless to say, I had to get another waiter and he was so appalled with the way that everything was handled he told my friend to not give him a tip. I was so appalled myself, that I did not eat because I just did not want to spend my hard earn money at this establishment any longer. I would never recommend this place to anyone even if they were starving!",-1
"This is a must try, we come here frequent and we are never disappointed. Get there early so you get right in and don't have to wait. Decent selection of coffees, they have french press as well. Menu isn't huge which is nice so you can figure out what you want quickly. Food comes how in a decent time. I seem to always get the same thing (wilburt skillet) everytime I go cause it is amazing. Food just seems so fresh as well, friendly staff. You will leave full and a smile on your face.",1
"They sat us within 5 minutes and then took 40 minutes to even bring out sodas. The table next to us had the same server and got their good before their beverages came out. After almost an hour there with no drinks we tracked down a manager who told us our good never even got entered. I'm on my honeymoon and the friend we were there with had a date to make. Appetizer was the only thing to make it out and was decent boneless wings. Even with the manager begging us to let her get our food together free and not walk out, the service was beyond dismal and slow. First and last time coming to a Beef's. Made us all late. If we had waited at our table for the food we would have made our year anniversary before it came out. Better choices for food elsewhere. Avoid this place at all costs",-1
"I finally made it to Farmhaus last Saturday, and it was worth the wait.  

As expected for a weekend, it was crowded.  We arrived about 15 minutes early and had to wait on the bench back by the bathrooms for a few minutes.  However, as I said, we were earlier than they anticipated, and they got us to the bar as soon as seats opened up.  They wisely gave us a copy of the menu to be prepared once we were seated, and we did indeed plan our entire meal in advance.  This was helpful, because we were actually seated about 20 minutes late, and I was about to eat the menu itself as I drooled over the descriptions!  

The smoked fish dip and escolar with prawns were fantastic- the standouts of the meal.  The mushroom salad and tapenade were also very good.  The meatloaf was good, but a little on the dry and bland side.  I wanted to get the nachos, but there were no other takers in my group....next time....

Service was good.  It was a bit shaky at times, but it was slammed the whole time we were there and that small space must be tough to work in.  

I would love to go back and check out their blue place special lunches...I have heard amazing reviews.  I think I will head back for dinner when there is outdoor seating, as I think that would add to the experience.",1
"A short walk from my apartment I was told about a small, welcoming cafe very popular for breakfast and brunch. It did not disappoint! I had a salmon scramble with egg whites the first time i went. The second time i went i got the tofu with brown rice breakfast plate. Both meals were great!! And i was seated quickly",1
"Beautiful decor, great atmosphere, amazing food! My husband and I were thinking how it's NY prices but better quality than most we have had at this price point. He had udon noodles and I had a few rolls (Spicy Salmon is a must!) Flavors were great- not too strong but tasteful! :) We enjoyed our experience!",1
"This place was definitely the best dining experience I had in NOLA during my week-long trip! My husband and I walked in without reservations during their Sunday Jazz Brunch. We waited about 40 minutes, but we had the music and ambience to keep us occupied. 

Despite the place being ridiculously busy, our server didn't rush us at all. He encouraged us to take our time browsing the menu and placing our orders- definitely one of the friendliest servers I've encountered. 

The food here was absolutely amazing! The complimentary bread and butter was very nice. My husband and I started off with the seafood gumbo, and it was delicious! Both of us had a sea bass entree and it was definitely the best fish I've ever had. The fish came with a side of green beans and this DELICIOUS sauce that could make anything taste great. We finished off with chocolate orange ice cream and creme brûlée for dessert. The next table over was raving about their bread pudding, so I'm guessing dessert is usually a hit all around at this place. 

The coolest bit about my experience here was that my husband and I got seated where Ronald Reagan sat on his two visits to Mr. B's (far left corner)- Reagan just so happened to visit on my birthday! 

Our bill came out to be $100+ but it was worth every penny. If I'm in NOLA again, I'm definitely revisiting Mr. B's.",1
"Excellent customer service. I wish I could rent from there more often! Had such a great experience verses other car rental services. 

Rent if you can!",1
So I decided to give this place a shot after reading all the reviews on yelp. The place was dead but I have it a shot. The food was okay at best. I actually left there and went across the street to Charlie's. The place was packed and one bite of the redtop pizza and I cursed myself for not coming here first. If you want a sit down meal this place is nice. If you want good pizza go to Charlie's.,1
I went here based on the Yelp reviews and found everything to be true. The staff is extremely helpful and willing to answer all questions. I will continue to bring my bike repair/maintenance needs here.,1
"Wish I would have came on Yelp and read the previous reviews, it would've saved me a lot of time and frustration. I ran in today to see if someone could take a look at my right passenger front wheel. My tire pressure light was on and I noticed a piece of tire was lifted. I go in and he tells me it's a couple hours wait. Ok, I'll give you that I just showed up so the wait thing is to be expected. I ask the guy if I can make an appointment to come back. He says its first come first serve. Really? When I've made appts previously with other Just Tires? Why not just say you don't want my service? Bottom line? Guy was rude and lacked any customer service. Went down the street to Mr. Tire and was in and out with a replaced new tire in half an hour. Oh, and they appeared WAY busier based on the waiting area and cars in the garage.",-1
"Bomb. I go for the island bowl, always.  

""For your health!"" - Dr. Steve Bruhle",1
"Thethey even admitted it. Visit during the week around 3pm. Continuous failure!!!"" order process for the drive through is a complete failure and waste of time. Currently 4 out of four for not getting the order correct. Missing items every time. Too much playtime in there with the kids. This restaurant performs horrible compared to others. After my complaint ",-1
"The ambience and decor were nice. The nachos were good, along with a few choice options. However, do not order a cheeseburger. It is not only tiny, but it looks like something that was dropped off the back of a McDonald's truck as it was driving through a bad neighborhood. It was over cooked, dry, and just plain nasty. I was very disappointed to find such a flop in a restaurant that seems to be filled with blockbusters. The overall experience was fine, but that burger sure did ruin it.  The fries were another disappointment all their own.",-1
"Was here about a month ago. The food here is great but the waitress we had was terrible. She stood at the bar...saw every move we made and did nothing. We waited for our appetizer....waited for our main course.... waited for her to notice we were done. Then it was like she was doing the world a favor by waiting on us. I had been here several times. I left her no tip.

The stars for the food.... no stars for her.",-1
"While I was moving in and had all my stuff on my patio the inspector left a note that was threatening :
Stating I had inappropriate items on my patio 
Trash left out 
EXCUSE me but I was moving !!!!!!
So I went to the office and a woman named Deborah helped me ..
Very condescending .. Acted like I had no right to complain about my note...
Then I asked for a copy of my lease.. Oops again .... 
We're sorry you can't have that it's under lock and key!!! WHAT!!!!!
This volley of info and rudeness continued until she came out and said they were closing the office for the night!!
WOW what a difference from my rental I'm Asheville NC.. Friendly clean always remembered who we were even though it was a huge complex..
Ohhh , they will be friendly when you are looking but once you sign the dotted line ....not so great!!!!
You're just a number , you mean nothing to SENTINAL CORP believe me or they would have a nicer staff and wouldn't have to threaten you when your trying to get all your stuff put away!!!!",1
"Ew. I don't know what upsets me more, the borderline gross food or how much I had to pay for it. We waited forever to get into this place which served me a relatively tasteless burger on an incredibly soggy McDonald's quality bun and the saltiest fries I have ever eaten. Yes, truffle oil is delicious, but pouring it over burned, greasy fries does not a delicious, 16 dollar meal make. We won't be back.",-1
The food was good but towards the ends my family and I were splitting the bill and they charged my family the the right amount but ran my credit card last and charged me the full amount of $250 I talked with the director and all he can say is i don't know what to say we'll refund it but will take a few days. I don't have of couple of days for $250.  I told them I'm not from here and I just can't come back if something is wrong and all the director could say is sorry can't help you.,-1
Used to be good when it first opened.  Quality has gone downhill.  Ordered the mango salad which came out with apples instead.  (no explanation provided)  Food is mediocre - have been there about 5 or 6 times since it opened but not returning even though it is walking distance from our house.,1
"Sitting at Jiffy Lube getting an oil change making me think of my car... Which makes me think of Carl's.

The owner's name is Mike and him and I go way back. One of the few people I still like after giving them about $5k. 

This man will tell you like it is. What you can wait to fix, what you need to fix, and when it might be time to throw in the towel (he told me if I need another big repair I should part ways with my VW).

He truly has done all the major repairs on my car.

And he is a really nice guy. He once did a free oil change because I had just spent so much. Last time? I had him replace the wires, coils, and shock plugs in my car and it was raining outside. I live about a couple miles away and Mike offered me a ride. When I turned him down he gave me his own umbrella. 

Which is pretty fabulous service. Service you probably wouldn't get anywhere else.",1
"A few weeks ago, I over heard one of the management tell an employee in front of customers that he doesn't like white people. Walked out before even being seated. Not going to give them my money if that is their attitude. Obviously I am unwelcome.",-1
"Food is expensive and not worth it. My hubby had carnitas - very dry. I had the scallops- expensive and undercooked. Not even a browned crust. Rice was served ""family style "" but do mushy and overlooked. I had a mango margarita that was completely bland and flavorless. We will not be going back. City fish was not good, but this is worse. And so disappointing- the idea of fresh quality Mexican food could have been so good.",-1
"I was so excited for this trip. I hadn't taken a vacation in years. I booked the king size bed with whirlpool tub for some romantic relaxation with my boyfriend. We were visiting Tahoe but decided to stay here specifically for that room. 

We check in, all is well and we get to our room and it's a basic two queen room. We go back to the front desk and explain that this isn't the room I paid for. The front desk explains, ""Yeah,  there was an emergency and now the rooms are unavailable, so I took off ten dollars."" 

I was livid. They took my card without first informing me that my room had been changed. I would not have spent the extra gas to stay in RENO, if it meant staying in a generic room I could have booked anywhere. I felt very cheated. 

The fact that they ran out of fruit every morning at breakfast was beyond frustrating. 

We plan on visiting Tahoe again soon but we won't be staying here or Marriott ever again.",-1
I ordered a BLT from here and it came with bacon crumbles on my sandwich. It was also made with shredded lettuce. So the sandwich was just falling out all over the place. I mean who makes a BLT with crumbled bacon? I would have never ordered that if they told me before. I returned the sandwich and didnt order any further food. Wont order from here. Ever again.,-1
The restaurant looks nice. We order two sushi rolls and one tuna tartare.  tuna tartare was ok but the other rolls were really...bad .the taste are just not right! They gave a discount coupon for us but not sure we want to go back again,-1
I like the atmosphere in the restaurant but the food is terrible.  I was shocked at how bad the pizza was.,-1
"Hubby and I were looking for a fresh seafood restaurant and stopped here late on a Saturday afternoon. I ordered the tenderloin because I miss the good midwestern tenderloin sandwiches. For those. not from the midwest where breaded tenderloin was originated I'm sure they considered it great. BUT it was breaded with a much-too-garlicky seafood breading, NOT cracker crumbs as that are meant to be. I tasted that breading for hours afterward.  The fries were pretty good, however. The biggest problem is the restaurant was nearly empty and yet it took nearly 30 minutes to get our food.  Our waitress was very friendly but didn't apologize for the delay.",1
"Stopped in for breakfast on 12/2/17 I used to like it here for breakfast.  Service was slow coffee was not hot, grits were only warm and twenty minute wait for cinnamon biscuit after breakfast was brought to table then ten minutes to pay at counter to get out of the place there are better places to get breakfast in the area.  Should have went with my first choice instead of here.",-1
"Every time we come here and things seem to be getting better and back to the way they were.

Despite the lightning game we were seated quickly and our server David promptly brought us waters and took our order.

Our food arrived at the table quite fast and was the best its ever been.

After previously posting many negative reviews I am proud to report that new management has definitely turn this place around for the better.

Keep up the good work Hablo Taco !!",1
"Stop reading reviews and bring your pet to this clinic! I can't say enough good things about this clinic and the staff. I have an older Brussels Griffon who was showing signs of discomfort and they were closed when I decided to start looking for a vet. (I'm new to the area and hadn't picked one yet.) My message was returned before 8AM the next morning, and they got me in by 9 AM. The on site lab, pharmacy and X-ray made my visit seamless. The staff is incredible, and they cared for my dog the way I would expect someone to care for a family member. I'm happy to say my old girl is doing fine after the incredible care she received here. I have another dog who I am absolutely bringing in for his annual checkups, and anything else he might need. It's a relief to say I've found a Veterinarian for my fur babies. I've had my dogs for 9 years, and wish I had started taking them here 9 years ago. I've taken my pets to some good clinics in the past, but this clinic really set the standard for veterinary care. The only down side is that it's a little hard to see the entrance if you don't know where it is. Drive slower when you get close and you'll be fine.",1
"Great setting. Food & service did not match the hip bar/restaurant. My friends and I (6 people) had a reservation for brunch on Sunday. We were the only table there and the bar was less than full. It took a very long time to get our drinks. Our server was not attentive. We weren't going to get our bottomless mimosas waiting around for her bc she was sitting & rolling silverware chatting it up with her co-worker. So I took our glasses directly to the  bartender for our refills instead. Food was mediocre at best. I ordered the hot chicken tacos which wasn't spicy at all. My friends ordered the lox, it was fishy and it was more like smoked salmon flakes; no actual slices of smoked salmon. Pricey for what it was. The steak my friend ordered was very salty. A very bad representation of Nashville eateries. I do not recommend going here.",-1
"I recently bought $50 worth of hair products I was specifically looking for.  While I looked three salespeople were in a conversation a few aisles away.  When I was walking toward the cashier, one asked if I needed any help.  Yes about ten minutes ago!  The first thing the cashier asked me was, ""What's your phone number?""  Really?  No ""hello"", have you found everything you were looking for?""  I responded it was unlisted. She looked panicked and told me it didn't go anywhere.  Then why ask?  She then asked me if I had a daughter?  I could give her phone number.  OMG, totally inappropriate question.  Besides if I'm not giving you my phone number why would I give you my daughter's she assumed I had?  I told her I don't give out personal information.  

I most likely will continue shopping there, but please stop this policy of asking customers for their phone numbers!!",-1
"DISMAL. 1st medium rare steak was cooked so much it was shoeleather. Brown all the way through. The manager John offered to colk another himself. Atfer 15 mins a RARE steak xame out. John then made excuses and asked if I wanted a cupcake.. saying ""At least I know they are good."" Avoid at all costs until a real chef is working there.",-1
"It kills me to not give 5/5 stars because the food here is completely amazing!  However the service here is terrible!  I have eaten at the restaurant in Rivergate many times so I was thrilled to discover that there is one in Smyrna.  

We had the crab wontons which were completely out of this world!  They were so large and meaty and were served with a delicious sauce.

As my entree I chose the drunken fried rice.  WOW it was delicious and wonderfully spiced.  It tasted so fresh and there were so many interesting textures and flavors going on.  Also the portion size was more than generous.

Unfortunately it was hard to enjoy the food because despite the spices there were hardly any refills.  The waitress rarely even came to our table.  It seemed like they didn't have enough staff to run the restaurant due to the high volume of take out orders being called in and picked up. It seemed as though there was no order to anything.  What was weird is that there were 3 people in the kitchen (1 cooking and 2 just hanging around) and 2 out front running around looking overwhelmed. It is so unfortunate to find a restaurant that serves such good food but has service that is lacking.  Perhaps I came in on a bad night for them. They really need to hire another person to wait tables and manage refills.

Unfortunately I think take out would be the best way to get experience this restaurant.",-1
I ordered 5 dozen cupcakes for my wedding two weeks before the big day. I called the morning of my wedding and was told they were ready. I picked up and only 3 dozen were made. NOT HAPPY. Considered yourself warned.,-1
"I was looking for Oliver Peoples Sir Finley in a discontinued color.  I couldn't find them at my usual optometrists office in California or at the local Oliver Peoples store.  My usual optometry place called Oliver Peoples directly and they confirmed they had discontinued the color I wanted and didn't have any in stock either in their stores or factory.  I found the glasses on The Eye Bar website but wanted to confirm that they had the glasses in stock so I called.  Stacey said she did not have the glasses at this location but she would call around to see if any of their sales reps had them in stock in their other locations.   I got a call back about a week later and they found the glasses.  I ordered the glasses online right away and received them today, it was perfect, complete with the limited edition case.  I just wanted to thank Stacey and the staff for going above and beyond to find me these elusive glasses.  Your service exceeded my expectations and I am a very satisfied customer.",1
"I have to say that the food here is good; however, the staff/service could be better. My sister and I came here for lunch and a few drinks. My sister ordered a drink off the menu and 10+min later, as we're finishing our lunch, the waitress comes back and says ""sorry, our bartender doesn't know how to make that"" ..... So the bartender doesn't know how to make the drinks listed on the menu? And the 10+mins. it took to tell us that, it could have ben googled and made. I don't want to bash this establishment, but the customer service has always been an issue here. I would recommend continued training to both current and new staffers to improve their level of knowledge and customer service",1
"I don't understand why people go to Moe's- I've been to two different locations and the food is just disappointing-very bland!! The pico at this particular location looked like it was a few days old, luckily the salsa bar made up for it. Queso was good, but I just think there are better options...I wont be back ",-1
"Yikes, I just got that hard nasty piece of chicken that usually ruins Chinese restaurants for you. Bad, very bad. The worst. The steak and shake next door was so busy they had to close, and I should have known since no one was in line at Wendy's. most disgusting fast food I've ever experienced, crazy that this was the absolute worst. Garbage food.",-1
"This place has potential but feels so disorganized. A few months ago, I bought a Groupon for classes here. I called with some questions and left a message, but no one ever got back to me. The Groupon voucher said it was good for specialty or regular classes. I went on a Sunday and was told it wasn't good for Sunday classes because they are drop-in classes. Not sure how I could have known this since the voucher didn't say Sunday classes were excluded... The Groupon was expiring soon and so I really wanted to redeem the voucher, and they finally agreed to let me use it for that day. 

Last night I signed up and paid for zumba class this morning and dragged myself out of bed only to discover the class was cancelled because they have special workshops today. I've been assured I'll get a refund, but come on - the class should have been cancelled in the system! 

On the other hand...the classes are a lot of fun. I've mainly attended Peter's zumba class and love it! He is so upbeat and energetic - his class is a great way to start off my Saturday morning. I've also attended a class called Pound that uses special drumsticks, and it was a lot of fun. The prices are very reasonable as well. If you decide to go, be sure to bring your own water - oddly enough there isn't a water fountain, at least not that I've seen.",1
"Awful. Avoid this place. I took my car here on a slow Sunday morning. When I got home I noticed a good size ding and scratch on my driver side rear door. I took it back and spoke to a manager named Chris. He was not helpful at all. His response was ""there is nothing here that would have done that."" So why was it not there when I came in, and now it's here. He had no answer or solution. I asked for the corporate number. He told me I could call his GM who will decide if it needs to go to corporate or not. Thanks Chris, very helpful. 

When asking what their policy is for incidents, he could not give me an answer. All he would say is ""there is nothing here that would do that."" It's a car wash, thousands of moving parts and things touching the car. There is most definitely something that could do that. Especially when I watch the guys drying the the cars put the rags on the ground and pick them back up to continue drying the cars. Rocks, nails, anything hard. 

I expected more. I cannot imagine this is the first time this has happened, and by the looks of how seriously they take responsibility, it won't be the last.",-1
"This review is based on my one experience here that was for a large birthday party. We think the wings were so tasteless because they had to make so many for us ahead of time. We had, I'm guessing, around 50 people here for the party so there was a lot of wings. The ""hot"" wings were lacking any flavor at all. They simply tasted like chicken wings. The rubbery exterior I can certainly attribute to them having been made well in advance of our arrival, but the lack of spice?? They also prepared sliders that were very dry and rather bland. Service was not too bad considering the amount of people we had. On the plus side the nachos were very good and the beer was Über cold! We had a good time with family and friends, and we will give them another try (just not with a huge party again 'cause they kinda dropped the ball there).",-1
"I have to say it was....mediocre. really nothing more. 

Yes, the live music was enjoyable but thats really the best I can give it.

The food was....food. nothing really special in my opinion. My boyfriend had the filet mignon and didn't really even finish it. he also tried the potatoes au gratin and said it tasted almost as though they used easy-mac cheese on them. 
I had the vegetable platter and thats all it was. I have experienced amazing vegetable sides at other restaurants, but this entree was nothing to write home about.

As for desserts he had the cheesecake, which was fine, not amazing but nothing bad to say about it either. I had the strawberries and once again, thats all it was. Don't expext them to come out plated amazingly or even with whipped cream, they're only sliced strawberries.

Honestly, for the money I don't think it was worth it. I can think of many other places in the city, some of which are much cheaper, that are much more worth your time.",-1
"Really disappointed. I've been to the Marathon at 18/Spruce and had excellent service, drinks and food. Thought that would transfer to this location - not at all.

To sum it up, our server was extremely energetic, but not in a good way. More like a frantic energy. I was there to enjoy a few drinks and dinner with a friend who was visiting (AKA looking to spend money AKA you will get a larger tip if you let us stay longer) and we were rushed out. Server brought boxes for food we were still eating, without asking if we wanted them. A few minutes later he physically put the food in the boxes at the tableside while mumbling something like ""I don't like food sitting on the table."" .....we didn't even want to take it home. Next, when we said we were having another friend join for another round or two of drinks he told us we couldn't stay at the booth we were at and we needed to go to the bar. What? I point blank asked him if he was kicking us out of the booth and he said ""yes!"" energetically. There was no one waiting for tables and there were numerous open tables/booths around the restaurant. I felt extremely uncomfortable and wanted to leave immediately. Our friend joined after all this happened, and when the server came over to ask if they wanted a drink, he seemed surprised when we told him we were just going to leave. YOU LITERALLY just told us we couldn't sit at this table any longer!! We then left.

I worked in restaurants for a long time and I'm pretty easy to please when it comes to restaurant service. I was not pleased at all during this visit.

On another note, the food was not that great.",-1
"So I'm quite certain I will never be returning to this restaurant. Upon walking in the manager greets us and asks where we were from. A friend of mine, and the only one amongst us from Louisiana, responded. The manager came back with a comment about my friend being from a trailer park when he heard where he was from (he's never lived in a trailer). So immediately not a good impression. 
We get seated, the manager tells us our server is going to be male, a female shows up. Clearly bad communication. The waitress greets us and asks how we're doing and I return the question. She responds that she has been better. I'm a server and I know from experience, even if you're having a bad day, you don't show it or just come right out and say it. 
The waitress suggests homemade hurricanes to drink. Two of the people in my party decide to try one. They were horrible. They were so potent u could hardly drink them. They definitely needed to add a little juice. Some cornbread with a honey sauce came to the table. It was very good! As an appetizer, the 4 of us split a sampler platter.... Which took 25 minutes to hit the table. The shrimp were good. The catfish was plain. The salmon patties were just OK. The red beans were pretty good. The turnip greens were very bitter. Overall not impressed. 
For our entrees: One friend got the rib eye, it was undercooked. His wife got a blackened fish. The only reason the fish was ""blackened"" was because it was burnt. My fiancé got the jambalaya and catfish plate. The jambalaya was decent but the catfish was again plain. I had the shrimp scampi. It was pretty much the only positive thing about the whole meal besides the cornbread. Oh and did I mention it took 45 minutes after we finished our appetizer for the entrees to get there...",-1
"Asked for a trim and thinning out, got butchered instead! The ladies were rude to start I should've walked out but I didn't now we will suffer 6 months while this mullet grows out!",-1
"First off all the really good local restaurants are closed on Sunday nights so we ended up in the tourist trap water front area for dinner. Went to Oliver's with a party of 8. We had a variety of entrees from the menu and all I can say is for $40 per person (total bill including the already added 18% gratuity and tax and a $40 bottle of wine) what a disappointment. Took 45 min to get our food, and of the 6 different dishes only 1 had any real flavor (ravioli). If you're looking for bland and slow close to the quarter this is the place to go.",-1
"This place has gone way downhill. Used to be my favorite sushi place in the St Louis area and now I wouldn't recommend it at all (as much as I would in the past that is disappointing). The happy hour menu no longer has much to choose from, almost to where it's not worth going out of your way for it. The most consistent part of this place is how inconsistent it is. Each time I go in there the rolls are different. The worst part about it is that they have gotten worse with each iteration. This time the seaweed was rolled to where a pencil would fit through and nothing larger. I'm definitely still hungry after spending a good chunk of change. Sorry to say this has been my last time.",-1
"I don't think my husband and I ordered the right things.  I had the vegetarian pasta and he had the chicken smothered in cheese.  The pasta was good, I just did not like the sauce it came in because it was kind of bland.  My husband said his chicken was dry.  The best part of the meal was the salad that came with it, have the garlic dressing, it was amazing.  I think as long as you get the specials of the house you will be happy.",1
"All I can say is wow...I expected a lot more from this place.  The waiter was sub-par to say the least.  I think in the 2 hours we were there, we saw our waiter three times maybe?  The food for some was hot, but for some, was luke warm, because instead of delivering the food as it was done, they waited to deliver all of our food together.  Mushroom Ravioli with short rib meat underneath that is luke warm is NOT good eats.  The waiter never asked if we wanted dessert afterward either, just brought our check that had a pre-determined 21 pretentious tipping included in it.  We didn't have a group of 30 people, and with the fact that our waiter was almost non-exsistant, was a tip that was not well earned nor deserved.  Attention to detail and customer service should match the price tag of this place, which was way overpriced for what you get. Because it's attached to the Marriot hotel chain, you'd think that the food and the service would be much higher scale to match the price tag of the food, but evidently they missed the bus on that one...",1
"A group of six went to The Block a little over five years ago and none of us enjoyed our meal. The amount of salt ruined everything. We knew we wouldn't be going back.
Over the years, I was told by a number of people how much they liked this place. My husband and I decided to try it again. We thought maybe we had been there on a bad night or perhaps there was a new chef.
Four of us went this past Sunday. The Ale and Smoked cheddar was good - a good melted cheese with house made pretzels. I found the House-Made Bacon Jam to be too salty, but the other three liked it.
Our server said the pork chop, the pork and dumplings, and the white wine braised pork were the three most popular entrees. I, fortunately, ordered the burger. The burger was nothing special, but it was fine. I couldn't eat the fries due to the amount of salt on them. My fingers were literally covered in salt after picking up a few fries.
One person ordered the white wine braised pork and said it was a little too salty and just didn't taste good. She did like the potatoes and carrots that came with the pork.
The other two ordered the pork and dumplings. One ate about a quarter of it and the other a little less than half. It was so salty they couldn't eat any more
A person, who I believe may have been a manager, came by to see how everything was and we told her. She said most of the spices they use contain salt. She then offered to have different entrees made which we declined - we'd already been there for a little while. They did take one of the orders of pork and dumplings off the bill.
Since there wasn't a lot of dinner consumed, we did order some ice cream which was just okay. And the salted caramel was, you guessed it, too salty!
I honestly don't know how people can eat the food here. It's truly the saltiest food I've ever had. That much salt can't be good for anybody! We definitely won't be going back.",-1
Both times we have come to this location the service is remarkably slow during non peak hours. the employees don't seem to listen when we order. For example I had to tell one person my order 3 times and when I repeated myself they seemed like I was imposing on them. The food is standard for Wendy's but the customer service is terrible. I won't go back which is rather unfortunate because it's just down the street.,-1
"In short, save your money, people! The website hasn't been updated in I don't know how long. The name has even changed. I'm surprised I even found it. I think it's Smuggles or Snuggles, something like that. I ordered the BBQ wings and a Deluxe 14"" pizza, extra mozzarella cheese . ($27 and change) Wings were awful, overcooked and I've never tasted a BBQ sauce like they used. The girl that took my money didn't even give me back my change. Pizza is cut in aquares, like Imos and the bacon was laid on top . I mean strips of bacon, no cut up bacon. Pizza was ok, taste wise, which is the only positive thing I can say about this place. There was no extra mozzarella cheese on it. If you go to pick up your pizza and it's after 10pm, wear ear plugs before going in.",-1
"We went here, on advice from a newspaper review.  What a disappointment!  The bread was like Wonder Bread, with a dipping ""marinara"" that was red just like sauce straight from a can, no simmering! The food all lacked flavor, and that is being very kind & considerate!",-1
"I've been here several times and it was always OK. This past time was definitely something to share.

It took around 15 minutes to get a booth even though there were plenty of free tables...they could have at least sat us and brought us some coffee! After we placed our order the food arrived pretty quickly. There was only one problem though...the waitress brought out a bowl of soup with her thumb stuck half way into it.  That's disgusting! Make that two problems...My breakfast skillet wasn't even close to being hot. It seemed like they just took it out of the fridge and heated it in a microwave for 30 seconds. No bueno. 

The coffee has always been bad, but it was at a new level. It pretty much tasted like hot dirty water--not a pleasant way to wake up in the morning. 

As if this wasn't enough to ruin the experience, we encountered one last problem. When we were ready to leave our check was nowhere to be found. Our waitress had been outside on a smoke break for 10 minutes so we went up front to pay. Nobody in the whole place had our ticket so we had to wait another 10 just to get a new one. 

Obviously it was a major let down--and I will definitely never go back. It's a shame too because it is a great location and has the potential to be a famous diner. They definitely have their work cut out for them though.",-1
Came here on a Saturday night it was just ok. The bouncers were rude at the door but the bartenders and receptionist were nice. It was almost empty and nobody was dancing it was awkward. We ended up leaving and going to another spot.,1
"This place's posted hours include a 10PM closing time. 

I walked in at 8:30 and, as soon as I got to the counter, the guy said to me ""kitchen's closed."" The grill, fryers, etc were all being covered up. 

First of all, if your kitchen is closed, why is the door to your restaurant unlocked? 

Secondly, I could see this being the case if I walked in at, say, 9:55PM. But 8:30? That's ridiculous.",-1
